Data de publicação;Afirmação checada;Organização;Tipo de informação;Tema;Objeto;Formato;Origem;Fonte
05/05/2020;O governador do Rio de Janeiro irá pagar aos presidiários um subsídio mensal especial em razão da COVID-19 de R$ 836. Enquanto isso, o auxílio emergencial para pessoas pobres que não são criminosas condenadas é de apenas R$ 600.;Agência Lupa;Autoridades;Política;Indefinido;Texto;Redes sociais;Facebook
05/05/2020;João Doria, governador de São Paulo, e a deputada federal Joice Hasselmann aparecem dançando em vídeo e desrespeitando os decretos de distanciamento social.;Agência Lupa;Outros;Política;Isolamento Social;Vídeo;Redes sociais;Facebook
05/05/2020;Maria do Rosário, deputada federal pelo PT, aparece em foto costurando uma máscara protetora sem linha de costura.;Aos Fatos;Autoridades;Política;Máscaras;Imagem;Redes sociais;Facebook
05/05/2020;Mensagem com dados do Portal da Transparência da Associação Nacional dos Registradores de Pessoas Naturais (Arpen-Brasil) mostrando que não há epidemia;Estadão Verifica;Situação de um país;Outros;Indefinido;Texto;Whatsapp;Desconhecido
05/05/2020;É #FAKE que pesquisa mostra que vapor de eucalipto protege ambientes do coronavírus;Fato ou Fake;;Ciência;Indefinido;Texto;Redes Sociais;
05/05/2020;É #FAKE carta atribuída ao escritor F. Scott Fitzgerald sobre a vida em quarentena em 1920;Fato ou Fake;;Cultura;Isolamento Social;Texto, Carta;Redes Sociais;Twitter
05/05/2020;É #FAKE que Papa disse para todos fazerem a oração 'Estou vacinado com o sangue de Cristo e nenhum vírus pode tocar-me';Fato ou Fake;;Religião;Indefinido;Texto;Redes Sociais;Twitter
05/05/2020;Ciro Nogueira e Firmino Filho falam em “quebrar Bolsonaro” com Covid-19 no Piauí #boato;Boatos.org;;Política;Contágio;Texto;Redes Sociais;
06/05/2020;Mortes por COVID-19 no Amazonas caíram após a visita do novo Ministro da Saúde.;Aos Fatos;Autoridades;Política;Situação da Pandemia;Vídeo, Texto;Redes sociais;Facebook
06/05/2020;170 milhões de pessoas estão recebendo o auxílio emergencial de COVID-19 pago pelo governo federal.;Agência Lupa;Outros;Social;Indefinido;Texto;Redes sociais;Facebook
06/05/2020;Vídeo mostra médicos israelenses dançando e comemorando porque dois hospitais dedicados ao tratamento de COVID-19 foram fechados porque já não havia mais pacientes.;Agência Lupa;Outros;Outros;Indefinido;Vídeo;Redes sociais;Facebook
06/05/2020;"Um vídeo no qual dois homens afirmam que foram forçados a alterar a causa da morte de sua mãe, arritmia e insuficiência cardíaca pela Covid-19, na certidão de óbito, que prova a ""fraude"" nas estatísticas da doença em São Paulo.";Estadão Verifica;Situação de um país;Saúde;Mortes;Vídeo;Facebook;Desconhecido
06/05/2020;É #FAKE que unidade do supermercado Mundial foi fechada no Rio após funcionários morrerem de Covid-19;Fato ou Fake;;Outros;Mortes;Texto;Redes Sociais;
06/05/2020;É #FAKE que Doria fez projeto para aumentar imposto sobre transferência de bens após morte em meio a pandemia;Fato ou Fake;;Política;Indefinido;Texto;Redes Sociais;Instagram
06/05/2020;É #FAKE que foto mostre enfermeira agredida por apoiadores de Jair Bolsonaro;Fato ou Fake;;Segurança;Indefinido;Imagem, Texto;Redes Sociais;
06/05/2020;É #FAKE que flamingos ocuparam canal de Veneza em meio à pandemia do coronavírus;Fato ou Fake;;Meio Ambiente;Indefinido;Imagem, Texto;Redes Sociais;Instagram
07/05/2020;Vídeo mostra mulher idosa lutando para respirar, deitada sobre o que parece ser uma sacola plástica. Ela estaria dentro do necrotério de um hospital e foi resgatada por seus parentes.;Agência Lupa;Teoria da conspiração;Outros;Morte;Vídeo;Redes sociais;Facebook
07/05/2020;Adelio Bispo de Oliveira, o homem que esfaqueou Bolsonaro em 2018, contraiu coronavírus na prisão.;Agência Lupa;Teoria da conspiração;Outros;Indefinido;Texto;Redes sociais;Facebook
07/05/2020;Enquanto os testes de COVID-19 em pessoas doentes levam de 10 a 20 dias para mostrar resultados, em pessoas mortas os resultados são dados instantaneamente.;Agência Lupa;Teoria da conspiração;Outros;Indefinido;Texto, Imagem;Redes sociais;Facebook
07/05/2020;Vídeo afirma que a COVID-19 mata apenas pessoas que já tiveram outras doenças e que o tratamento pode ser feito em casa, com antibióticos. A declaração é baseada em um estudo de Giampaolo Palma com 50 autópsias no Hospital Papa João XXIII em Bergamo, Itália.;Estadão Verifica;Curas;Ciência;Mortes;Vídeo;Redes sociais, YouTube;Facebook, Youtube
07/05/2020;COVID-19 não deve ser tratada com ventiladores mecânicos, apenas com antibióticos.;Aos Fatos;Curas;Saúde;Cura;Texto;Redes sociais, WhatsApp;Facebook, WhatsApp
07/05/2020;Vídeo mostra caminhões do Exército carregando medicamentos e equipamentos de segurança enviados do governo federal para o estado no Pará.;Estadão Verifica;Outros;Política;Cura;Vídeo;Redes sociais;Facebook
07/05/2020;O chá boldo evita a COVID-19.;Estadão Verifica;Curas;Outros;Cura;Texto;Redes Sociais;Facebook
07/05/2020;É #FAKE que vídeo mostre Bell Marques falando do novo coronavírus com governador da BA no carnaval;Fato ou Fake;;Política;Indefinido;Vídeo;Redes Sociais;Whatsapp
07/05/2020;Onça-parda é encontrada no Morro da Urca (Rio de Janeiro) após isolamento social #boato;Boatos.org;;Meio Ambiente;Isolamento Social;Vídeo;Facebook;
07/05/2020;Governo está dando aluguel social para quem teve renda afetada e compartilhou link no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp;
08/05/2020;Apesar da pandemia de COVID-19, o número total de mortes no Brasil diminuiu em vez de aumentar se comparados os meses de abril de 2019 e abril de 2020. A declaração é apoiada pelos dados nacionais do Registro Civil.;Agência Lupa;Teoria da conspiração;Outros;Situação da Pandemia;Imagem, Texto;Redes sociais;Facebook
08/05/2020;Vídeo mostra confronto entre ambulantes e guardas municipais em São Paulo. Os guardas estariam tentando levar as mercadorias porque os comerciantes não estavam obedecendo o isolamento social.;Agência Lupa;Autoridades;Segurança;Isolamento Social;Vídeo;Redes sociais;Facebook
08/05/2020;O número total de mortes por COVID-19 diminuiu em Manaus (AM) de 150 para 2 após visita do Ministro da Saúde Nelson Teich. Isso aconteceu porque ele começou a investigar mortes fraudulentas.;Agência Lupa;Autoridades;Política;Mortes;Texto, Imagem;Redes sociais;Facebook
08/05/2020;Bill Gates está financiando uma vacina em forma de adesivo. A vacina contém um microchip que será usado para monitorar pessoas via rede 5G.;Agência Lupa;Teoria da conspiração;Tecnologia;Vacina;Texto;Redes sociais;Facebook
08/05/2020;O número de mortes por COVID-19 caiu na capital do estado de Amazonas, Manaus, após a visita do Ministro da Saúde.;Aos Fatos;Autoridades;Política;Mortes;Texto;Redes sociais;Facebook
08/05/2020;170 milhões de pessoas se inscreveram para auxílio emergencial da COVID-19 no Brasil.;Aos Fatos;Autoridades;Social;Indefinido;Texto;Redes sociais;Facebook
08/05/2020;É #FAKE que coronavírus não matou nenhum político 'nem no Brasil nem na China';Fato ou Fake;;Política;Mortes;Texto;Redes Sociais;
08/05/2020;João Doria decidiu aumentar valor do imposto ITCMD de 4% para 8% durante pandemia #boato;Boatos.org;;Política;Indefinido;Texto;Redes Sociais;
08/05/2020;Dr. Paolo Zanotto escreve texto “assassinato, conspiração disfarçado de estudo científico” sobre pesquisa com cloroquina #boato;Boatos.org;;Ciência;Cloroquina;Texto;Redes Sociais;
08/05/2020;Doria admitiu que há duplicidade no número de mortos por coronavírus #boato;Boatos.org;;Política;Mortes;Texto;Redes Sociais;
11/05/2020;Em vídeo, brasileiro alega que azitromicina e ivermectina curam pessoas com COVID-19.;Estadão Verifica;Curas;Outros;Azitromicina, Ivermectina;Video, Texto;Redes sociais;Facebook
11/05/2020;Foto mostra três lojas fechadas e com placas informando que as pessoas perderam o emprego por causa de Alexandre Kalil, prefeito de Belo Horizonte, e suas medidas de bloqueio contra o COVID-19.;Agência Lupa;Autoridades;Política;Isolamento Social;Imagem;Redes sociais;Twitter
11/05/2020;O Washington Post publicou reportagem em que afirma que o paciente zero de COVID-19 era funcionário de um instituto de virologia em Wuhan.;Agência Lupa;Teoria da conspiração;Entretenimento;Indefinido;Texto, Imagem;Meio de comunicação;Conexão Amazonas (website)
11/05/2020;Segundo o Registro Civil, número de mortes por síndrome respiratória diminuiu e não aumentou entre 2019 e 2020 no Ceará, Brasil. O período considerado foi de 16 de março a 10 de maio.;Agência Lupa;Teoria da conspiração;Saúde;Situação da Pandemia;Texto;Redes sociais;André Fernandes, state deputy (representative) from Ceará
11/05/2020;Foto mostra metrô lotado e com pessoas usando máscaras. Na legenda, afirma-se que a imagem foi tirada depois que o prefeito de São Paulo determinou restrições de tráfego (apenas metade dos veículos pode circular diariamente) para aumentar o isolamento social.;Agência Lupa;Autoridades;Transporte;Máscara;Imagem;Redes sociais;Facebook
11/05/2020;O Ceará teve mais mortes por doenças respiratórias em 2019 e 2018 do que em 2020.;Aos Fatos;Autoridades;Saúde;Mortes;Texto, Imagem;Redes sociais;Redes sociais do deputado estadual André Fernandes
11/05/2020;É #FAKE que resultado de teste de Covid-19 saia mais rápido para os mortos que para pacientes vivos;Fato ou Fake;;Outros;Indefinido;Texto;Redes Sociais;
11/05/2020;É #FAKE que tendas de triagem da Unicamp para Covid-19 foram desmontadas por falta de pacientes;Fato ou Fake;;Saúde;Indefinido;Vídeo;Redes Sociais;
12/05/2020;A taxa de desaprovação do governador de São Paulo, João Doria, atingiu 98% durante o bloqueio da COVID-19.;Agência Lupa;Autoridades;Política;Isolamento Social;Texto, Imagem;Redes sociais;Facebook
12/05/2020;O número total de mortes no Brasil diminuiu durante a pandemia da COVID-19.;Agência Lupa;Teoria da conspiração;Outros;Situação da Pandemia;Texto;Meio de comunicação;Brasil sem Medo (website)
12/05/2020;Governador do estado de Nova York mostra dados que comprovam que o isolamento é ineficaz contra a COVID-19.;Aos Fatos;Autoridades;Política;Isolamento Social;Texto, Imagem;Redes sociais;Facebook
12/05/2020;O hospital de campanha da Universidade de Campinas, em São Paulo, foi desmontado por falta de pacientes.;Aos Fatos;Teoria da conspiração;Outros;Situação da Pandemia;Vídeo;Redes sociais;Facebook video
12/05/2020;Pessoas estão se contaminando em casa por não usar máscara para limpar compras de mercado #boato;Boatos.org;;Outras;Máscara;Texto;Redes Sociais;
12/05/2020;Sr. Mário Luís perdeu carteira de identidade e R$ 1.200 do auxílio emergencial #boato;Boatos.org;;Outras;Indefinido;Texto;Redes Sociais;
13/05/2020;Vídeo mostra 4 hospitais supostamente vazios em São Paulo.;Agência Lupa;Teoria da conspiração;Outros;Situação da Pandemia;Vídeo;Redes sociais;Facebook
13/05/2020;Foto mostra vários pacientes em camas de hospital concentradas em uma área muito pequena. A legenda afirma que era assim que era a saúde pública no Brasil em 2016, mas a mídia nunca falou sobre isso.;Agência Lupa;Outros;Outros;Situação da Pandemia;Imagem;Redes sociais;Facebook
13/05/2020;Dados do Registro Civil mostram que, entre 1º de janeiro e 12 de maio, o número total de mortes por causas respiratórias permanece basicamente o mesmo.;Agência Lupa;Teoria da conspiração;Saúde;Mortes;Texto;Meio de comunicação;Rodrigo Constantino, Gazeta do Povo
13/05/2020;Máscaras faciais reduzem a imunidade e ajudam a espalhar o coronavírus.;Estadão Verifica;Contágio;Saúde;Máscara;Vídeo;YouTube, Redes Sociais;Daniél Rocha – Alkaline Man
13/05/2020;Os dados dos cartórios de registro civil indicam que os estados subnotificam as mortes por Covid-19.;Aos Fatos;Medidas;Outros;Mortes;Texto;Whatsapp, Facebook;Desconhecido
13/05/2020;É #FAKE que máscaras de proteção podem levar à autocontaminação pelo coronavírus e que vacinas contra a gripe podem causar a Covid-19;Fato ou Fake;;Saúde;Máscara, Vacina;Vídeo, Documentário;Redes Sociais;
13/05/2020;É #FAKE que governador de NY disse que levantamento feito pelo Departamento de Saúde do estado provou ineficácia do isolamento social;Fato ou Fake;;Política;Isolamento Social;Texto;Redes Sociais;
13/05/2020;Plandemic revela verdade sobre falsa pandemia da Covid-19 e máfia das vacinas #boato;Boatos.org;;Outras;Vacina;Texto;Redes Sociais;
14/05/2020;O chá boldo pode curar COVID-19 em três horas.;Agência Lupa;Curas;Outros;Cura;Texto;Redes sociais;Facebook
14/05/2020;O Carrefour está oferecendo um vale de R$ 300 para famílias carentes durante a crise da COVID-19.;Agência Lupa;Outros;Social;Indefinido;Texto;WhatsApp;WhatsApp
14/05/2020;Foto mostra uma mansão acompanhada de legenda que diz que João Doria, governador de São Paulo, quer que você fique em casa porque ele mora nesta casa.;Agência Lupa;Autoridades;Política;Isolamento Social;Imagem;Redes sociais;Facebook
14/05/2020;O cemitério de Vila Formosa, em São Paulo, está abrindo sepulturas para causar pânico na população, mas não há enterros. Os túmulos permanecem abertos.;Estadão Verifica;Teoria da conspiração;Outros;Mortes;Vídeo;Redes sociais, WhatsApp;Whatsapp e Facebook
14/05/2020;Chá boldo evita o COVID-19.;Aos Fatos;Curas;Outros;Indefinido;Texto;WhasApp, RedesSociais;WhatsApp e Facebook
14/05/2020;Dados mostram que o estado de Minas Gerais tem menos mortes por COVID-19 do que o Ceará, embora não tenha adotado medidas de isolamento.;Aos Fatos;Autoridades;Outros;Situação da Pandemia;Texto;Redes sociais;Facebook
14/05/2020;O governador do Rio de Janeiro, Wilson Witzel, ordenou a coleta do medicamento ivermectina nas farmácias do Estado.;Estadão Verifica;Autoridades;Política;Ivermectina;Texto;Redes sociais;Facebook
14/05/2020;É #FAKE que foto mostre corpos de vítimas da Covid-19 enterrados em vala comum em Nova York;Fato ou Fake;;Outros;Mortes;Imagem, Texto;Redes Sociais;
14/05/2020;Lei Seca é anunciada por governador em São Paulo, Rio de Janeiro, PE, MA, PR etc. #boato;Boatos.org;;Política;Indefinido;Texto;Web;
14/05/2020;Pastor Adélio vende máscara invisível por R$ 300, mostra vídeo #boato;Boatos.org;;Religião;Máscara;Vídeo;Redes Sociais;
14/05/2020;LBV está dando cestas básicas e kits de limpeza para quem compartilhar link no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp, Web;
14/05/2020;Governo de Pernambuco comprou 140 Jeep Renegade sem licitação para fazer bloqueios de quarentena #boato;Boatos.org;;Política;Isolamento Social;Texto, Vídeo;Web;
14/05/2020;Restaurante Galeto’s entrou em falência e fechou as portas por causa do isolamento social em SP #boato;Boatos.org;;Economia;Isolamento Social;Texto, Vídeo;Redes;
15/05/2020;O Ministério da Saúde da Itália descobriu que as mortes por COVID-19 são causadas por bactérias, não pelo novo coronavírus.;Agência Lupa;Autoridades;Saúde;Mortes;Texto;WhatsApp;WhatsApp
15/05/2020;Vídeo mostra profissionais de saúde em um hospital exibindo mensagem esperançosa. A legenda informa que o vídeo foi filmado no Hospital Moinhos de Vento, em Porto Alegre, e que eles conseguiram curar todos os pacientes com COVID-19 em sua UTI e estavam comemorando.;Agência Lupa;Outros;Outros;Indefinido;Vídeo;Redes sociais;Facebook
15/05/2020;O Registro Civil brasileiro oficial mostrou que o número total de mortes em abril diminuiu, em vez de aumentar, entre 2019 e 2020, durante a pandemia da COVID-19.;Agência Lupa;Teoria da conspiração;Outros;Mortes;Texto;Redes sociais;Twitter de Ruy Irigaray, deputado estadual do Rio Grande do Sul
15/05/2020;É #FAKE que rede de hipermercados Makro tenha fechado lojas no Rio por conta da crise do coronavírus;Fato ou Fake;;Outros;Indefinido;Texto;Redes Sociais;Whatsapp
15/05/2020;É #FAKE que governador de Pernambuco proibiu missas online durante a pandemia do coronavírus;Fato ou Fake;;Política;Indefinido;Texto;Redes Sociais;Whatsapp
15/05/2020;Programa Fome Zero dá cestas básicas para quem compartilhar link no WhatsApp #boato;Boatos.org;;Social;Indefinido;Texto;Whatsapp, Web;
16/05/2020;Vídeo mostra brigas entre inspetores e população por medidas de isolamento social no Brasil.;Aos Fatos;Outros;Outros;Isolamento Social;Vídeo;Redes sociais;Facebook e perfil do pastor Malafaia
16/05/2020;Foto mostra o ex-ministro da Saúde do Brasil, Luiz Henrique Mandetta, apertando a mão do governador do estado do Pará sem máscaras, evidenciando que a pandemia é uma farsa.;Aos Fatos;Autoridades;Política;Máscara;Imagem;Redes sociais;Facebook
16/05/2020;Rui Costa recebeu R$ 370 milhões e declarou R$ 45 milhões, investiga Polícia Federal #boato;Boatos.org;;Política;Indefinido;Texto;Web;Whatsapp
16/05/2020;Austrália aprova implantação de microchip em humanos por meio de vacinas #boato;Boatos.org;;Saúde;Vacina;Texto;Web;
17/05/2020;A água na praia de Botafogo, no Rio de Janeiro, está clara e limpa por causa da quarentena.;Estadão Verifica;Outros;Outros;Isolamento Social;Vídeo;Redes Sociais;Twitter
17/05/2020;Nelson Teich pediu demissão no Ministério da Saúde por ter recebido ameaças de morte #boato;Boatos.org;;Saúde;Indefinido;Texto;Web;
17/05/2020;Esposa do ex-ministro Nelson Teich é representante do Remdesivir no Brasil #boato;Boatos.org;;Saúde;Indefinido;Texto;Redes Sociais;
18/05/2020;Vídeo mostra um pastor evangélico oferecendo máscara espiritual invisível contra COVID-19, H1N1 e HIV.;Agência Lupa;Outros;Religião;Máscara;Vídeo;Redes sociais;Facebook
18/05/2020;Foto mostra pilha de dinheiro. Na legenda, afirma-se que esse dinheiro foi destinado a financiar hospitais temporários no Rio, mas foi roubado por um assessor do governador Wilson Witzel.;Agência Lupa;Autoridades;Política;Indefinido;Imagem;Redes sociais;Facebook
18/05/2020;"Foto mostra quarto de hospital vazio. A legenda diz que costumava ser uma ""sala de isolamento"" para pacientes com COVID-19 no Hospital HCPM, no Rio. Também diz que houve apenas um caso COVID-19 no hospital.";Agência Lupa;Outros;Outros;Situação da Pandemia;Imagem;Redes sociais;Facebook
18/05/2020;Estados brasileiros recebem financiamento federal para cada morte por Covid-19 registrada.;Aos Fatos;Autoridades;Economia;Mortes;Texto;Redes sociais;Facebook
18/05/2020;É #FAKE que Ministério da Saúde repassa R$ 12 mil a hospitais por cada morte por Covid-19;Fato ou Fake;;Outros;Mortes;Texto;Redes Sociais;
18/05/2020;É #FAKE que vídeo mostre presos sem máscara em fila para receber auxílio em banco no meio da pandemia;Fato ou Fake;;Social;Máscara;Vídeo;Redes Sociais;Facebook, Web
18/05/2020;É #FAKE que vídeos mostrem pessoas se passando por agentes de saúde para contaminar a população;Fato ou Fake;;Outros;Indefinido;Vídeo, Texto;Redes Sociais;Web
19/05/2020;O Partido dos Trabalhadores (PT) entrou com uma ação contra o governo, no STF (Supremo Tribunal Federal), exigindo que o Governo Federal parasse de comprar cloroquina e hidroxicloroquina.;Agência Lupa;Autoridades;Política;Cloroquina, Hidroxicloroquina;Texto;Redes sociais;Facebook
19/05/2020;Vídeo mostra um homem deitado calmamente em uma cama de hospital e escondido em uma ambulância. A legenda diz que isso é prova de que as autoridades brasileiras estão forjando casos de COVID-19.;Agência Lupa;Teoria da conspiração;Outros;Indefinido;Vídeo;Redes sociais;Facebook
19/05/2020;Substâncias presentes no boldo e na planta de quina tratam o COVID-19.;Aos Fatos;Curas;Outros;Cura;Texto, Imagem;Redes sociais;Facebook
19/05/2020;A filha do CEO do Santander em Portugal compartilhou uma mensagem sobre a morte de seu pai por COVID-19.;Estadão Verifica;Outros;Outros;Mortes;Texto;Redes Sociais;Facebook
19/05/2020;O governador de São Paulo, João Doria, ordenou a retirada de cloroquina e hidroxicloroquina de farmácias.;Estadão Verifica;Autoridades;Política;Cloroquina, Hidroxicloroquina;Texto;Redes Sociais;Twitter Ministro da Educação
19/05/2020;É #FAKE que SP concentre 3/4 dos óbitos por coronavírus e que a mortalidade seja o dobro da do Brasil;Fato ou Fake;;Outros;Mortes;Texto;Redes Sociais;
19/05/2020;É #FAKE que chá da casca de quina quina seja eficaz contra o coronavírus;Fato ou Fake;;Outros;Indefinido;Texto, Vídeo;Redes Sociais;
19/05/2020;Bioluminescência em ondas do mar da Califórnia (EUA) ocorreram por causa de quarentena #boato;Boatos.org;;Meio Ambiente;Isolamento Social;Vídeo;Web;
19/05/2020;Melancia vendida no Brasil foi contaminada por chineses com coronavírus #boato;Boatos.org;;Outros;Contágio;Áudio;Whatsapp;
20/05/2020;O Brasil tem uma taxa de sobrevivência à Covid-19 de 99,999%.;Aos Fatos;Outros;Outros;Situação da Pandemia;Texto, Imagem;Redes sociais;Facebook
20/05/2020;Depois de deixar o cargo de ministro da Saúde, Nelson Teich disse que não podia trabalhar com Jair Bolsonaro porque não podia trabalhar com alguém que colocava sua própria mediocridade e ignorância diante da ciência.;Agência Lupa;Autoridades;Política;Indefinido;Texto, Imagem;Redes sociais;Facebook
20/05/2020;"A grande mídia brasileira não disse nada depois que o ex-presidente Lula afirmou: ""felizmente a natureza criou esse monstro chamado coronavírus"".";Agência Lupa;Autoridades;Política;Indefinido;Texto;Redes sociais;Facebook, Redes da Deputada Federal Bia Kicis
20/05/2020;"João Doria, governador de São Paulo, disse que as pessoas precisam escolher entre ""confinamento ou comida"" em uma entrevista ao Brasil Urgente, um programa de TV nacional.";Agência Lupa;Autoridades;Política;Isolamento Social;Texto;Redes sociais;Facebook
20/05/2020;É #FAKE que vídeo mostre equipe médica forjando caso de Covid-19 em São Paulo;Fato ou Fake;;Saúde;Indefinido;Imagem, Texto, Vídeo;Redes Sociais;Web, Twitter, Facebook
20/05/2020;É #FAKE que fotos e vídeos mostrem produtos mofados em shopping de São Paulo durante a quarentena;Fato ou Fake;;Outros;Isolamento Social;Imagem, Vídeo;Redes Sociais;Facebook
20/05/2020;Doria antecipa o Natal e réveillon para semana que vem por causa do coronavírus #boato;Boatos.org;;Política;Indefinido;Texto;Redes Sociais;
20/05/2020;Cientista que descobriu a vacina da cura do coronavírus foi morto em casa #boato;Boatos.org;;Ciência;Morte;Texto;Web;
20/05/2020;Esquerdistas estão se passando por agentes de saúde do Ibope para contaminar as pessoas com testes falsos de Covid-19 #boato;Boatos.org;;Política;Contágio;Vídeo;Redes Sociais;
21/05/2020;O governo federal criou um vale para as pessoas pobres comprarem botijões de gás durante a pandemia de COVID-19. A mensagem foi compartilhada no WhatsApp com um link para o formulário on-line autorizado que as pessoas precisam preencher para se qualificarem ao benefício.;Agência Lupa;Autoridades;Política;Indefinido;Texto;WhatsApp;WhatsApp
21/05/2020;Vídeo mostra uma fila de profissionais de saúde dando as costas para um carro que passava. Nas legendas, afirma-se que eles estavam protestando contra Bruno Covas, prefeito de São Paulo.;Agência Lupa;Autoridades;Política;Indefinido;Vídeo;Redes sociais;Facebook
21/05/2020;O filho de William Bonner, um dos âncoras mais conhecidos do Brasil, recebeu um subsídio de emergência COVID-19 de R $ 600, destinado aos pobres, apesar de ser filho de um homem rico.;Agência Lupa;Outros;Social;Indefinido;Texto, Imagem;Redes sociais;Facebook
21/05/2020;A cloroquina foi inventada por Gaspar Vianna, um cientista do Pará, Brasil.;Agência Lupa;Outros;Ciência;Cloroquina;Imagem, Texto;Redes sociais;Facebook
21/05/2020;99% de todos os pacientes com COVID-19 em Itaperuna, no Rio de Janeiro, foram curados após serem tratados com cloroquina.;Agência Lupa;Curas;Saúde;Cloroquina;Imagem, Texto;Redes sociais;Facebook
21/05/2020;Pesquisas mundiais mostram que a hidroxicloroquina é a droga mais eficaz contra o COVID-19.;Aos Fatos;Outros;Ciência;Hidroxicloroquina;Texto;Redes sociais;Secretaria de Comunicação do Brasil
21/05/2020;É #FAKE mensagem que fala em cadastro para receber auxílio gás;Fato ou Fake;;Outros;Indefinido;Texto;Redes Sociais;
21/05/2020;Lockdown em São Paulo entre 01/06/2020 e 15/06/2020 foi decretado por Doria em Diário Oficial #boato;Boatos.org;;Política;Isolamento Social;Texto;Redes Sociais;Facebook
21/05/2020;Cremesp publica protocolo de tratamento de Covid-19 com hidroxicloroquina #boato;Boatos.org;;Saúde;Hidroxicloroquina;Texto;Redes Sociais;Facebook
21/05/2020;Em Feira de Santana, homem com parada cardíaca é enterrado vivo e médicos dizem que é coronavírus #boato;Boatos.org;;Saúde;Morte;Texto;Redes Sociais;Facebook, Whatsapp
22/05/2020;Um estudo espanhol com 60 mil pessoas demonstrou que as políticas de bloqueio são ineficazes.;Agência Lupa;Contágio;Ciência;Isolamento Social;Texto;Meio de Comunicação;Gazeta do Brasil (website)
22/05/2020;É #FAKE que vídeo mostre governador do Piauí em festa durante a pandemia da Covid-19;Fato ou Fake;;Política;Indefinido;Vídeo, Texto;Redes Sociais;Whatsapp, Youtube
22/05/2020;É #FAKE que vídeo mostre bebê sendo salvo do novo coronavírus da mãe contaminada ao nascer dentro de bolsa;Fato ou Fake;;Outros;Indefinido;Texto, Imagem;Redes Sociais;
22/05/2020;Enfermeira é flagrada com paciente com Covid-19 em hospital do Amazonas, mostra vídeo #boato;Boatos.org;;Saúde;Contágio;Imagem, Vídeo;Redes Sociais;
22/05/2020;Fotos mostram mofo em shopping no Brasil que ficou com o ar-condicionado desligado #boato;Boatos.org;;Outros;Indefinido;Imagem;Web;
24/05/2020;Respiridina da casca da laranja cura o coronavírus, que é uma bactéria #boato;Boatos.org;;Saúde;Cura;Texto, Áudio;Redes Sociais;
25/05/2020;O Bar Brahma, um dos bares mais famosos de São Paulo, será fechado após a falência durante a pandemia.;Agência Lupa;Outros;Economia ;Indefinido;Texto, Imagem;Redes Sociais;Facebook
25/05/2020;Vídeo mostra um grupo de policiais saudando manifestantes anti-lockdown em São Paulo.;Agência Lupa;Autoridades;Segurança;Isolamento Social;Vídeo;Redes Sociais;Facebook
25/05/2020;Quem dirigir sem máscara poderá ser multado;Aos Fatos;Medidas;Transporte;Máscara;Texto;Redes sociais;Desconhecido
25/05/2020;Viação Itapemirim decreta falência por causa da quarentena do coronavírus #boato;Boatos.org;;Economia;Isolamento Social;Texto;Web;
25/05/2020;Renan Filho furou a quarentena para participar de festa de 1º de maio (Dia do Trabalho) #boato;Boatos.org;;Política;Isolamento Social;Imagem, Texto;Redes Sociais;
26/05/2020;Foto de Wilson Witzel, governador do Rio de Janeiro, almoçando em um restaurante à beira-mar. Na legenda, diz que, enquanto a população do Rio está confinada, o governador desfruta de uma refeição chique em Angra dos Reis.;Agência Lupa;Autoridades;Política;Isolamento Social;Imagem;Redes Sociais;Facebook
26/05/2020;Um andar inteiro do Hospital Doutor João Lúcio Pereira Machado, em Manaus, está vazio depois que todos os pacientes com COVID-19 foram curados.;Agência Lupa;Outros;Saúde;Situação da Pandemia;Imagem;Redes Sociais;Facebook
26/05/2020;É #FAKE que fórmula caseira com maçã, inhame e água de coco proteja do coronavírus;Fato ou Fake;;Outros;Indefinido;Texto;Redes Sociais;
26/05/2020;É #FAKE que governador de Alagoas participou de evento dias depois de testar positivo para a Covid-19;Fato ou Fake;;Política;Indefinido;Imagem, Texto;Redes Sociais;Instagram
26/05/2020;Polícia Militar de São Paulo presta continência a manifestantes pró-Bolsonaro e contra isolamento #boato;Boatos.org;;Segurança;Isolamento Social;Vídeo;Facebook;
26/05/2020;Americanas contrata pessoas para vendas online e dá notebook para quem compartilhar link no WhatsApp #boato;Boatos.org;;Economia;Indefinido;Texto;Whatsapp;
27/05/2020;A COVID-19 pode ser tratada com antibióticos;Aos Fatos;Curas;Saúde;Cura;Texto;Redes sociais;Desconhecido
27/05/2020;O prefeito do Rio de Janeiro, Marcelo Crivella, anunciou um plano para começar a reabrir o comércio e serviços em 1º de junho, incluindo escolas.;Agência Lupa;Autoridades;Política;Isolamento Social;Texto;WhatsApp;WhatsApp
27/05/2020;Vídeo mostra um homem sendo resgatado, vivo, de dentro de uma tumba. A legenda diz que ele foi enterrado vivo depois de ser declarado morto por COVID-19.;Agência Lupa;Outros;Outros;Mortes;Imagem;Redes Sociais;Facebook
27/05/2020;Bing Liu, um pesquisador que estava prestes a descobrir uma vacina para o COVID-19, foi assassinado nos EUA.;Agência Lupa;Teoria da conspiração;Ciência;Mortes;Imagem, Texto;Redes Sociais;Instagram
